week,sku,retailer,orders_placed,promo_flag,promo_uplift,revenue_per_case,revenue_weight,priority_multiplier,unit_value,capacity_cases
14,SKU_01,RET_D,46,0,1.0,8.37,0.054588,1.0,8.37,4249
14,SKU_02,RET_A,95,1,1.33,12.21,0.079632,1.2272,14.984112000000001,4249
14,SKU_02,RET_B,53,0,1.0,12.21,0.079632,1.03,12.576300000000002,4249
14,SKU_02,RET_C,41,0,1.0,12.21,0.079632,1.0,12.21,4249
14,SKU_02,RET_D,31,0,1.0,12.21,0.079632,1.0,12.21,4249
14,SKU_03,RET_A,159,0,1.0,14.74,0.096133,1.04,15.329600000000001,4249
14,SKU_03,RET_B,116,0,1.0,14.74,0.096133,1.03,15.1822,4249
14,SKU_03,RET_C,99,0,1.0,14.74,0.096133,1.0,14.74,4249
14,SKU_03,RET_D,80,0,1.0,14.74,0.096133,1.0,14.74,4249
14,SKU_04,RET_A,163,0,1.0,10.41,0.067893,1.04,10.826400000000001,4249
14,SKU_04,RET_B,137,0,1.0,10.41,0.067893,1.03,10.7223,4249
14,SKU_04,RET_C,106,0,1.0,10.41,0.067893,1.0,10.41,4249
14,SKU_04,RET_D,89,0,1.0,10.41,0.067893,1.0,10.41,4249
14,SKU_05,RET_A,127,0,1.0,17.36,0.11322,1.04,18.0544,4249
14,SKU_05,RET_B,94,0,1.0,17.36,0.11322,1.03,17.8808,4249
14,SKU_05,RET_C,81,0,1.0,17.36,0.11322,1.0,17.36,4249
14,SKU_05,RET_D,64,0,1.0,17.36,0.11322,1.0,17.36,4249
14,SKU_06,RET_A,101,0,1.0,8.46,0.055175,1.04,8.7984,4249
14,SKU_06,RET_B,80,0,1.0,8.46,0.055175,1.03,8.7138,4249
14,SKU_06,RET_C,75,0,1.0,8.46,0.055175,1.0,8.46,4249
14,SKU_06,RET_D,54,0,1.0,8.46,0.055175,1.0,8.46,4249
14,SKU_07,RET_A,125,0,1.0,14.18,0.09248,1.04,14.7472,4249
14,SKU_07,RET_B,98,0,1.0,14.18,0.09248,1.03,14.6054,4249
14,SKU_07,RET_C,83,0,1.0,14.18,0.09248,1.0,14.18,4249
14,SKU_07,RET_D,65,0,1.0,14.18,0.09248,1.0,14.18,4249
14,SKU_08,RET_A,145,0,1.0,12.21,0.079632,1.04,12.698400000000001,4249
14,SKU_08,RET_B,113,0,1.0,12.21,0.079632,1.03,12.576300000000002,4249
14,SKU_08,RET_C,96,0,1.0,12.21,0.079632,1.0,12.21,4249
14,SKU_08,RET_D,82,0,1.0,12.21,0.079632,1.0,12.21,4249
14,SKU_09,RET_A,201,0,1.0,12.34,0.08048,1.04,12.8336,4249
14,SKU_09,RET_B,136,0,1.0,12.34,0.08048,1.03,12.7102,4249
14,SKU_09,RET_C,121,0,1.0,12.34,0.08048,1.0,12.34,4249
14,SKU_09,RET_D,101,0,1.0,12.34,0.08048,1.0,12.34,4249
14,SKU_10,RET_A,192,0,1.0,18.17,0.118503,1.1024,20.030608000000004,4249
14,SKU_10,RET_B,162,0,1.0,18.17,0.118503,1.0918,19.838006000000004,4249
14,SKU_10,RET_C,125,0,1.0,18.17,0.118503,1.06,19.2602,4249
14,SKU_10,RET_D,98,0,1.0,18.17,0.118503,1.06,19.2602,4249
14,SKU_11,RET_A,120,0,1.0,15.76,0.102785,1.1024,17.373824,4249
14,SKU_11,RET_B,113,0,1.0,15.76,0.102785,1.0918,17.206768,4249
14,SKU_11,RET_C,86,0,1.0,15.76,0.102785,1.06,16.7056,4249
14,SKU_11,RET_D,67,0,1.0,15.76,0.102785,1.06,16.7056,4249
14,SKU_12,RET_A,176,0,1.0,9.12,0.05948,1.04,9.4848,4249
14,SKU_12,RET_B,186,0,1.0,9.12,0.05948,1.03,9.3936,4249
14,SKU_12,RET_C,140,0,1.0,9.12,0.05948,1.0,9.12,4249
14,SKU_12,RET_D,107,0,1.0,9.12,0.05948,1.0,9.12,4249
15,SKU_01,RET_A,100,0,1.0,8.37,0.054588,1.04,8.704799999999999,4192
15,SKU_01,RET_B,79,0,1.0,8.37,0.054588,1.03,8.6211,4192
15,SKU_01,RET_C,62,0,1.0,8.37,0.054588,1.0,8.37,4192
15,SKU_01,RET_D,49,0,1.0,8.37,0.054588,1.0,8.37,4192
15,SKU_02,RET_A,61,0,1.0,12.21,0.079632,1.04,12.698400000000001,4192
15,SKU_02,RET_B,52,0,1.0,12.21,0.079632,1.03,12.576300000000002,4192
15,SKU_02,RET_C,40,0,1.0,12.21,0.079632,1.0,12.21,4192
15,SKU_02,RET_D,38,0,1.0,12.21,0.079632,1.0,12.21,4192
15,SKU_03,RET_A,163,0,1.0,14.74,0.096133,1.04,15.329600000000001,4192
15,SKU_03,RET_B,108,0,1.0,14.74,0.096133,1.03,15.1822,4192
15,SKU_03,RET_C,101,0,1.0,14.74,0.096133,1.0,14.74,4192
15,SKU_03,RET_D,82,0,1.0,14.74,0.096133,1.0,14.74,4192
15,SKU_04,RET_A,148,0,1.0,10.41,0.067893,1.04,10.826400000000001,4192
15,SKU_04,RET_B,117,0,1.0,10.41,0.067893,1.03,10.7223,4192
15,SKU_04,RET_C,92,0,1.0,10.41,0.067893,1.0,10.41,4192
15,SKU_04,RET_D,85,0,1.0,10.41,0.067893,1.0,10.41,4192
15,SKU_05,RET_A,122,0,1.0,17.36,0.11322,1.04,18.0544,4192
15,SKU_05,RET_B,99,0,1.0,17.36,0.11322,1.03,17.8808,4192
15,SKU_05,RET_C,79,0,1.0,17.36,0.11322,1.0,17.36,4192
15,SKU_05,RET_D,59,0,1.0,17.36,0.11322,1.0,17.36,4192
15,SKU_06,RET_A,105,0,1.0,8.46,0.055175,1.04,8.7984,4192
15,SKU_06,RET_B,86,0,1.0,8.46,0.055175,1.03,8.7138,4192
15,SKU_06,RET_C,75,0,1.0,8.46,0.055175,1.0,8.46,4192
15,SKU_06,RET_D,56,0,1.0,8.46,0.055175,1.0,8.46,4192
15,SKU_07,RET_A,125,0,1.0,14.18,0.09248,1.04,14.7472,4192
15,SKU_07,RET_B,99,0,1.0,14.18,0.09248,1.03,14.6054,4192
15,SKU_07,RET_C,84,0,1.0,14.18,0.09248,1.0,14.18,4192
15,SKU_07,RET_D,72,0,1.0,14.18,0.09248,1.0,14.18,4192
15,SKU_08,RET_A,148,0,1.0,12.21,0.079632,1.04,12.698400000000001,4192
15,SKU_08,RET_B,121,0,1.0,12.21,0.079632,1.03,12.576300000000002,4192
15,SKU_08,RET_C,102,0,1.0,12.21,0.079632,1.0,12.21,4192
15,SKU_08,RET_D,82,0,1.0,12.21,0.079632,1.0,12.21,4192
15,SKU_09,RET_A,196,0,1.0,12.34,0.08048,1.04,12.8336,4192
15,SKU_09,RET_B,147,0,1.0,12.34,0.08048,1.03,12.7102,4192
15,SKU_09,RET_C,130,0,1.0,12.34,0.08048,1.0,12.34,4192
15,SKU_09,RET_D,106,0,1.0,12.34,0.08048,1.0,12.34,4192
15,SKU_10,RET_A,187,0,1.0,18.17,0.118503,1.1024,20.030608000000004,4192
15,SKU_10,RET_B,167,0,1.0,18.17,0.118503,1.0918,19.838006000000004,4192
15,SKU_10,RET_C,118,0,1.0,18.17,0.118503,1.06,19.2602,4192
15,SKU_10,RET_D,91,0,1.0,18.17,0.118503,1.06,19.2602,4192
15,SKU_11,RET_A,109,0,1.0,15.76,0.102785,1.1024,17.373824,4192
15,SKU_11,RET_B,113,0,1.0,15.76,0.102785,1.0918,17.206768,4192
15,SKU_11,RET_C,86,0,1.0,15.76,0.102785,1.06,16.7056,4192
15,SKU_11,RET_D,59,0,1.0,15.76,0.102785,1.06,16.7056,4192
15,SKU_12,RET_A,241,0,1.0,9.12,0.05948,1.04,9.4848,4192
15,SKU_12,RET_B,166,0,1.0,9.12,0.05948,1.03,9.3936,4192
15,SKU_12,RET_C,135,0,1.0,9.12,0.05948,1.0,9.12,4192
15,SKU_12,RET_D,109,0,1.0,9.12,0.05948,1.0,9.12,4192
16,SKU_01,RET_A,99,0,1.0,8.37,0.054588,1.04,8.704799999999999,4289
16,SKU_01,RET_B,80,0,1.0,8.37,0.054588,1.03,8.6211,4289
16,SKU_01,RET_C,58,0,1.0,8.37,0.054588,1.0,8.37,4289
16,SKU_01,RET_D,51,0,1.0,8.37,0.054588,1.0,8.37,4289
16,SKU_02,RET_A,62,0,1.0,12.21,0.079632,1.04,12.698400000000001,4289
16,SKU_02,RET_B,55,0,1.0,12.21,0.079632,1.03,12.576300000000002,4289
16,SKU_02,RET_C,42,0,1.0,12.21,0.079632,1.0,12.21,4289
16,SKU_02,RET_D,35,0,1.0,12.21,0.079632,1.0,12.21,4289
16,SKU_03,RET_A,149,0,1.0,14.74,0.096133,1.04,15.329600000000001,4289
16,SKU_03,RET_B,118,0,1.0,14.74,0.096133,1.03,15.1822,4289
16,SKU_03,RET_C,107,0,1.0,14.74,0.096133,1.0,14.74,4289
16,SKU_03,RET_D,76,0,1.0,14.74,0.096133,1.0,14.74,4289
16,SKU_04,RET_A,139,0,1.0,10.41,0.067893,1.04,10.826400000000001,4289
16,SKU_04,RET_B,131,0,1.0,10.41,0.067893,1.03,10.7223,4289
16,SKU_04,RET_C,97,0,1.0,10.41,0.067893,1.0,10.41,4289
16,SKU_04,RET_D,83,0,1.0,10.41,0.067893,1.0,10.41,4289
16,SKU_05,RET_A,129,0,1.0,17.36,0.11322,1.04,18.0544,4289
16,SKU_05,RET_B,92,0,1.0,17.36,0.11322,1.03,17.8808,4289
16,SKU_05,RET_C,87,0,1.0,17.36,0.11322,1.0,17.36,4289
16,SKU_05,RET_D,66,0,1.0,17.36,0.11322,1.0,17.36,4289
16,SKU_06,RET_A,129,0,1.0,8.46,0.055175,1.04,8.7984,4289
16,SKU_06,RET_B,91,0,1.0,8.46,0.055175,1.03,8.7138,4289
16,SKU_06,RET_C,80,0,1.0,8.46,0.055175,1.0,8.46,4289
16,SKU_06,RET_D,50,0,1.0,8.46,0.055175,1.0,8.46,4289
16,SKU_07,RET_A,114,0,1.0,14.18,0.09248,1.04,14.7472,4289
16,SKU_07,RET_B,109,0,1.0,14.18,0.09248,1.03,14.6054,4289
16,SKU_07,RET_C,81,0,1.0,14.18,0.09248,1.0,14.18,4289
16,SKU_07,RET_D,61,0,1.0,14.18,0.09248,1.0,14.18,4289
16,SKU_08,RET_A,162,0,1.0,12.21,0.079632,1.04,12.698400000000001,4289
16,SKU_08,RET_B,128,0,1.0,12.21,0.079632,1.03,12.576300000000002,4289
16,SKU_08,RET_C,116,0,1.0,12.21,0.079632,1.0,12.21,4289
16,SKU_08,RET_D,83,0,1.0,12.21,0.079632,1.0,12.21,4289
16,SKU_09,RET_A,197,0,1.0,12.34,0.08048,1.04,12.8336,4289
16,SKU_09,RET_B,144,0,1.0,12.34,0.08048,1.03,12.7102,4289
16,SKU_09,RET_C,134,0,1.0,12.34,0.08048,1.0,12.34,4289
16,SKU_09,RET_D,87,0,1.0,12.34,0.08048,1.0,12.34,4289
16,SKU_10,RET_A,208,0,1.0,18.17,0.118503,1.1024,20.030608000000004,4289
16,SKU_10,RET_B,163,0,1.0,18.17,0.118503,1.0918,19.838006000000004,4289
16,SKU_10,RET_C,126,0,1.0,18.17,0.118503,1.06,19.2602,4289
16,SKU_10,RET_D,102,0,1.0,18.17,0.118503,1.06,19.2602,4289
16,SKU_11,RET_A,129,0,1.0,15.76,0.102785,1.1024,17.373824,4289
16,SKU_11,RET_B,101,0,1.0,15.76,0.102785,1.0918,17.206768,4289
16,SKU_11,RET_C,93,0,1.0,15.76,0.102785,1.06,16.7056,4289
16,SKU_11,RET_D,71,0,1.0,15.76,0.102785,1.06,16.7056,4289
16,SKU_12,RET_A,241,0,1.0,9.12,0.05948,1.04,9.4848,4289
16,SKU_12,RET_B,189,0,1.0,9.12,0.05948,1.03,9.3936,4289
16,SKU_12,RET_C,160,0,1.0,9.12,0.05948,1.0,9.12,4289
16,SKU_12,RET_D,125,0,1.0,9.12,0.05948,1.0,9.12,4289
